is_member,score
1,0.308246
1,0.657474
1,0.48097
1,0.54779
1,0.17695
1,0.592949
1,0.660724
1,0.311116
1,0.621983
1,0.378597
1,0.816505
1,0.492543
1,0.802918
1,0.744684
1,0.524621
1,0.800835
1,0.489733
1,0.344554
1,0.753133
1,0.501441
1,0.325455
1,0.31575
1,0.34934
1,0.422571
1,0.328819
1,0.819122
1,0.48758
1,0.427338
1,0.310424
1,0.72445
1,0.65254
1,0.637337
1,0.455009
1,0.838263
1,0.598852
1,0.666247
1,0.127827
1,0.30771
1,0.264943
1,0.587709
1,0.185826
1,0.301568
1,0.592645
1,0.731551
1,0.376693
1,0.881779
1,0.542981
1,0.79398
1,0.525102
1,0.38504
1,0.471791
1,0.247537
1,0.444635
1,0.799148
1,0.553669
1,0.771642
1,0.55609
1,0.664953
1,0.318641
1,0.506714
1,0.506773
1,0.518591
1,0.383842
1,0.915593
1,0.860531
1,0.602365
1,0.270353
1,0.714703
1,0.458628
1,0.448463
1,0.347673
1,0.302998
1,0.70466
1,0.611503
1,0.565115
1,0.199087
1,0.264883
1,0.337664
1,0.536048
1,0.478469
1,0.381123
1,0.629549
1,0.524067
1,0.509026
1,0.662767
1,0.561018
1,0.379381
1,0.685575
1,0.454652
1,0.509589
1,0.373557
1,0.758219
1,0.636461
1,0.5791
1,0.448092
1,0.588173
1,0.445668
1,0.768764
1,0.862768
1,0.731336
1,0.624333
1,0.380632
1,0.638389
1,0.486878
1,0.428058
1,0.590105
1,0.283504
1,0.602108
1,0.785869
1,0.478251
1,0.397547
1,0.585111
1,0.608594
1,0.640538
1,0.684451
1,0.345648
1,0.763137
1,0.473618
1,0.346094
1,0.330331
1,0.663563
1,0.236182
1,0.590083
1,0.704597
1,0.3764
1,0.414097
1,0.393496
1,0.475873
1,0.598616
1,0.624215
1,0.496659
1,0.697977
1,0.182488
1,0.473258
1,0.567199
1,0.456431
1,0.254556
1,0.642413
1,0.296045
1,0.525533
1,0.555554
1,0.733542
1,0.887491
1,0.142775
1,0.39199
1,0.296245
1,0.696032
1,0.474183
1,0.515242
1,0.312979
1,0.299428
1,0.588816
1,0.545036
1,0.694194
1,0.364971
1,0.521858
1,0.596996
1,0.574325
1,0.339791
1,0.304756
1,0.250943
1,0.611516
1,0.663884
1,0.616017
1,0.83022
1,0.471731
1,0.728578
1,0.360613
1,0.400066
1,0.464053
1,0.613584
1,0.536241
1,0.589001
1,0.482913
1,0.5486
1,0.599342
1,0.523519
1,0.29972
1,0.543374
1,0.23169
1,0.659429
1,0.540658
1,0.878035
1,0.687367
1,0.491993
1,0.641133
1,0.557249
1,0.239366
1,0.742585
1,0.793882
1,0.763449
1,0.455087
1,0.549016
1,0.363739
1,0.371182
1,0.581501
1,0.656821
1,0.431153
1,0.316029
1,0.897331
1,0.414091
1,0.557862
1,0.294489
1,0.721038
1,0.325997
1,0.827806
1,0.485885
1,0.616637
1,0.398555
1,0.7737
1,0.27595
1,0.246539
1,0.208248
1,0.604643
1,0.793552
1,0.728145
1,0.52784
1,0.420237
1,0.543232
1,0.643177
1,0.551334
1,0.201605
1,0.452601
1,0.642778
1,0.331904
1,0.571103
1,0.595977
1,0.341246
1,0.820082
1,0.52253
1,0.69345
1,0.53047
1,0.414665
1,0.681513
1,0.508457
1,0.333144
1,0.326574
1,0.772413
1,0.420029
1,0.513659
1,0.691186
1,0.475863
1,0.37991
1,0.716832
1,0.63812
1,0.72494
1,0.667494
1,0.396234
1,0.457014
1,0.503746
1,0.662513
1,0.219523
